,Churn,Tenure,CityTier,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,PreferredLoginDevice_Computer,PreferredLoginDevice_Mobile Phone,PreferredPaymentMode_Cash on Delivery,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,Gender_Female,Gender_Male,PreferedOrderCat_Fashion,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
3247,0,9.0,1,9.0,4.0,4,5,4,0,12.0,1.0,2.0,1.0,175.93,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
3248,0,6.0,1,31.0,4.0,4,2,3,0,16.0,3.0,5.0,8.0,178.09,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3249,0,12.0,1,9.0,4.0,4,3,8,1,14.0,1.0,2.0,2.0,155.57,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
3250,0,8.0,1,15.0,3.0,4,5,5,0,15.0,2.0,2.0,1.0,176.21,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
3252,1,1.0,1,7.0,4.0,4,2,3,1,14.0,6.0,8.0,9.0,151.86,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
3253,0,1.0,3,33.0,3.0,4,2,3,0,24.0,1.0,2.0,5.0,186.8,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
3254,0,19.0,3,9.0,3.0,6,3,2,0,14.0,1.0,4.0,2.0,191.32,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3255,0,1.0,1,17.0,4.0,3,3,3,0,19.0,2.0,2.0,3.0,160.05,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
3256,1,11.0,3,34.0,4.0,2,3,6,1,13.0,2.0,2.0,4.0,188.97,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
3257,0,8.0,3,9.0,3.0,4,2,3,0,23.0,1.0,2.0,5.0,187.74,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
3258,1,19.0,1,9.0,4.0,4,5,7,1,14.0,2.0,2.0,5.0,323.59,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
3259,0,10.0,3,15.0,4.0,5,5,3,0,16.0,1.0,2.0,10.0,200.87,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
3260,0,26.0,1,26.0,3.0,4,2,2,0,19.0,2.0,2.0,3.0,167.58,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
3261,0,1.0,1,7.0,4.0,6,2,5,0,15.0,3.0,3.0,1.0,168.64,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
3262,0,3.0,1,34.0,4.0,4,3,6,0,13.0,2.0,2.0,2.0,168.35,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
3263,1,1.0,3,15.0,3.0,5,5,8,0,18.0,2.0,2.0,3.0,178.26,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3264,0,8.0,1,7.0,4.0,2,2,4,0,17.0,1.0,2.0,4.0,157.8,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
3265,0,28.0,1,26.0,4.0,4,5,11,1,12.0,1.0,2.0,5.0,179.85,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3266,0,3.0,3,6.0,3.0,4,2,2,0,20.0,1.0,2.0,2.0,168.42,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3267,0,11.0,1,17.0,3.0,4,5,2,1,14.0,4.0,5.0,4.0,152.82,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
3268,0,12.0,1,9.0,4.0,2,5,8,1,13.0,5.0,5.0,13.0,184.8,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
3269,0,8.0,1,9.0,3.0,5,5,3,0,12.0,2.0,2.0,4.0,168.81,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
3270,0,9.0,3,15.0,4.0,4,2,3,0,17.0,1.0,2.0,3.0,150.72,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
3271,0,4.0,1,7.0,3.0,6,3,5,0,22.0,2.0,2.0,3.0,163.33,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
3272,0,14.0,1,9.0,3.0,2,4,3,0,25.0,1.0,4.0,8.0,167.44,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
3273,0,8.0,3,15.0,4.0,4,5,7,0,18.0,2.0,2.0,3.0,190.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
3275,1,1.0,1,13.0,4.0,2,5,3,1,22.0,2.0,2.0,1.0,141.01,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
3276,0,1.0,1,16.0,3.0,5,4,3,0,12.0,2.0,2.0,1.0,151.94,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
3277,0,26.0,1,18.0,3.0,4,3,10,0,21.0,2.0,2.0,5.0,156.49,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
3279,1,1.0,1,7.0,3.0,5,5,3,1,12.0,1.0,2.0,1.0,148.19,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
3281,1,1.0,3,23.0,4.0,4,5,7,0,16.0,2.0,2.0,3.0,178.24,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
3283,0,10.0,1,7.0,3.0,4,4,2,0,16.0,1.0,2.0,6.0,177.28,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
3284,0,3.0,1,30.0,3.0,2,3,3,0,25.0,2.0,2.0,8.0,152.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
3286,0,9.0,1,7.0,3.0,2,3,5,0,14.0,1.0,3.0,3.0,150.06,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
3287,0,16.0,1,7.0,3.0,5,2,11,1,14.0,1.0,2.0,3.0,185.62,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
3288,1,1.0,1,9.0,3.0,4,3,8,0,18.0,1.0,3.0,2.0,168.82,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
3289,0,10.0,2,20.0,3.0,4,4,5,0,14.0,2.0,2.0,5.0,146.43,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
3290,0,6.0,1,11.0,4.0,5,3,3,0,13.0,2.0,7.0,9.0,186.62,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
3291,0,14.0,1,23.0,3.0,5,3,8,0,15.0,2.0,2.0,1.0,175.94,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
3292,0,4.0,1,9.0,3.0,5,2,7,1,25.0,2.0,2.0,1.0,193.77,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
3293,0,19.0,1,9.0,4.0,5,3,3,0,15.0,2.0,2.0,1.0,147.74,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
3294,0,16.0,1,36.0,4.0,4,4,3,0,14.0,3.0,8.0,9.0,169.34,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3295,0,12.0,1,19.0,3.0,5,5,4,0,16.0,2.0,2.0,3.0,187.88,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
3296,0,8.0,1,23.0,4.0,5,2,3,0,17.0,2.0,2.0,4.0,150.53,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
3297,1,13.0,3,18.0,3.0,4,2,3,0,19.0,1.0,8.0,8.0,201.54,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
3298,1,19.0,3,9.0,3.0,4,2,6,0,17.0,1.0,8.0,4.0,176.6,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
3302,0,2.0,3,9.0,3.0,4,4,3,1,21.0,8.0,8.0,6.0,172.79,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
3303,0,8.0,2,10.0,3.0,4,2,2,0,20.0,2.0,2.0,3.0,162.37,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
3304,1,1.0,1,12.0,3.0,5,3,3,1,15.0,1.0,2.0,8.0,148.66,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
3305,0,1.0,1,10.0,3.0,4,2,3,0,12.0,2.0,2.0,1.0,142.06,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
3307,0,18.0,1,11.0,3.0,4,4,11,0,13.0,2.0,3.0,4.0,184.33,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
3308,0,1.0,1,9.0,4.0,2,5,9,0,14.0,2.0,2.0,2.0,159.24,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
3309,0,7.0,3,7.0,3.0,2,5,3,0,23.0,1.0,2.0,9.0,165.37,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
3310,0,9.0,1,34.0,3.0,5,5,3,0,12.0,2.0,2.0,2.0,150.59,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
3311,0,10.0,3,7.0,3.0,4,2,3,1,15.0,3.0,5.0,12.0,187.01,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3312,0,6.0,3,20.0,4.0,4,2,4,0,12.0,1.0,2.0,4.0,169.03,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
3313,0,4.0,1,12.0,4.0,5,2,11,0,13.0,1.0,2.0,4.0,162.61,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
3316,0,6.0,1,15.0,4.0,2,3,7,0,13.0,2.0,2.0,4.0,176.75,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
3318,0,11.0,3,23.0,4.0,5,3,6,0,20.0,2.0,2.0,1.0,188.34,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
3319,0,2.0,2,15.0,4.0,5,2,3,0,14.0,1.0,2.0,5.0,174.36,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
3320,0,1.0,1,7.0,3.0,5,2,8,0,23.0,3.0,3.0,3.0,172.75,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3321,0,18.0,1,15.0,4.0,2,2,4,1,25.0,2.0,2.0,3.0,153.18,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
3322,0,16.0,1,9.0,3.0,4,2,7,1,15.0,1.0,3.0,3.0,150.15,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
3323,0,10.0,2,15.0,4.0,5,5,2,0,22.0,2.0,2.0,4.0,148.42,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
3324,0,1.0,3,10.0,4.0,4,5,3,1,19.0,2.0,2.0,4.0,166.94,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
3326,1,1.0,1,32.0,4.0,4,4,3,1,20.0,1.0,8.0,9.0,145.22,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
3327,0,6.0,1,7.0,4.0,4,2,2,0,13.0,1.0,2.0,3.0,148.14,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
3328,0,1.0,3,11.0,3.0,5,5,3,0,13.0,2.0,2.0,4.0,167.56,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3329,0,23.0,1,7.0,3.0,4,5,4,0,17.0,2.0,2.0,3.0,160.8,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
3330,0,1.0,1,11.0,3.0,5,2,2,0,18.0,1.0,4.0,5.0,156.62,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
3331,0,6.0,3,12.0,3.0,4,4,3,0,15.0,3.0,6.0,4.0,190.24,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3332,0,12.0,3,16.0,4.0,5,4,2,0,20.0,1.0,2.0,3.0,153.99,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3333,0,16.0,1,10.0,4.0,2,2,4,1,14.0,1.0,2.0,4.0,177.31,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
3334,0,5.0,1,18.0,3.0,4,2,5,1,20.0,2.0,2.0,3.0,148.56,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
3335,1,1.0,3,7.0,3.0,5,3,8,1,20.0,1.0,2.0,3.0,153.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
3338,0,11.0,3,28.0,3.0,4,2,7,0,16.0,2.0,2.0,1.0,154.73,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
3340,0,17.0,1,7.0,3.0,4,2,6,0,14.0,2.0,3.0,3.0,180.62,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
3341,0,21.0,3,9.0,3.0,4,2,2,1,23.0,6.0,8.0,8.0,170.37,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
3342,0,11.0,3,26.0,3.0,4,4,3,1,14.0,1.0,2.0,10.0,201.42,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
3344,0,13.0,2,9.0,3.0,5,2,10,0,12.0,1.0,2.0,5.0,177.04,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
3345,0,7.0,2,10.0,3.0,4,4,5,1,12.0,1.0,2.0,4.0,147.77,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
3346,1,1.0,1,32.0,3.0,4,2,3,1,25.0,2.0,2.0,2.0,152.95,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
3347,0,3.0,1,14.0,4.0,5,2,8,0,15.0,2.0,2.0,4.0,150.32,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
3348,0,18.0,1,16.0,4.0,4,5,3,1,14.0,3.0,8.0,2.0,150.59,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
3349,0,2.0,3,12.0,4.0,4,2,3,0,15.0,2.0,2.0,3.0,174.08,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
3350,1,21.0,1,9.0,3.0,5,2,11,1,15.0,1.0,2.0,1.0,148.8,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
3351,0,17.0,1,15.0,3.0,4,4,6,0,22.0,2.0,2.0,1.0,172.65,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
3352,1,1.0,3,9.0,3.0,5,3,3,0,14.0,1.0,2.0,3.0,145.44,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
3353,1,1.0,1,25.0,4.0,4,2,3,0,20.0,2.0,2.0,1.0,151.93,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
3354,0,10.0,1,21.0,4.0,4,2,2,1,18.0,5.0,5.0,12.0,190.86,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3355,0,21.0,3,9.0,4.0,5,2,3,1,19.0,2.0,2.0,3.0,157.94,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
3356,1,1.0,1,10.0,3.0,4,3,2,1,20.0,2.0,2.0,3.0,166.71,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
3357,1,5.0,1,9.0,3.0,6,2,6,1,14.0,1.0,2.0,1.0,152.78,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
3358,0,2.0,1,16.0,4.0,4,3,7,0,19.0,3.0,3.0,3.0,148.77,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
3359,1,3.0,1,13.0,4.0,4,5,9,1,22.0,2.0,3.0,3.0,149.04,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
3360,0,1.0,1,11.0,4.0,4,3,3,0,20.0,2.0,2.0,1.0,148.18,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
3361,0,8.0,1,17.0,3.0,4,4,3,0,15.0,2.0,2.0,1.0,145.08,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
3362,0,16.0,3,21.0,4.0,5,3,9,0,18.0,1.0,2.0,4.0,187.44,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
3363,0,7.0,1,7.0,4.0,5,5,5,1,12.0,1.0,2.0,3.0,152.99,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
3365,0,5.0,3,14.0,3.0,5,3,5,0,16.0,4.0,6.0,3.0,148.29,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
3366,0,9.0,1,28.0,3.0,4,2,3,1,26.0,1.0,2.0,8.0,165.14,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
3367,0,23.0,1,15.0,3.0,4,4,6,0,12.0,1.0,2.0,8.0,199.03,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3368,0,22.0,1,27.0,3.0,4,3,6,0,18.0,1.0,2.0,1.0,147.59,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
3369,0,5.0,3,27.0,3.0,4,3,3,0,14.0,2.0,2.0,1.0,194.32,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
3370,0,10.0,1,14.0,4.0,4,2,4,0,19.0,1.0,2.0,2.0,171.78,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
3371,0,12.0,1,7.0,4.0,4,5,3,0,14.0,4.0,6.0,12.0,260.82,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
3372,0,6.0,1,7.0,4.0,5,4,8,0,21.0,2.0,2.0,3.0,148.32,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
3373,1,1.0,3,26.0,3.0,5,4,3,1,19.0,1.0,2.0,1.0,149.13,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3375,0,1.0,3,7.0,3.0,5,5,3,0,13.0,2.0,2.0,8.0,167.94,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
3376,0,15.0,1,13.0,3.0,4,5,4,1,14.0,2.0,3.0,18.0,172.21,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
3377,0,10.0,1,9.0,4.0,4,3,6,0,22.0,3.0,4.0,10.0,150.19,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
3378,1,1.0,3,28.0,3.0,5,4,3,1,14.0,1.0,2.0,1.0,146.21,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
3379,1,1.0,1,11.0,3.0,4,5,3,0,20.0,2.0,2.0,1.0,154.73,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3380,0,5.0,1,19.0,3.0,4,2,2,1,12.0,1.0,9.0,6.0,183.55,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
3381,0,14.0,1,16.0,3.0,4,4,10,1,15.0,1.0,2.0,1.0,161.17,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
3382,0,6.0,1,10.0,4.0,4,5,3,0,13.0,7.0,7.0,4.0,192.25,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
3384,0,7.0,1,7.0,3.0,5,2,2,0,15.0,1.0,2.0,5.0,194.49,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
3386,0,19.0,1,11.0,3.0,4,4,3,0,13.0,2.0,2.0,9.0,169.47,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3387,0,3.0,3,27.0,3.0,4,2,3,0,16.0,1.0,2.0,3.0,146.57,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
3388,0,9.0,3,25.0,3.0,4,3,3,0,17.0,2.0,2.0,1.0,171.01,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
3390,1,21.0,1,9.0,3.0,4,3,6,0,25.0,2.0,2.0,1.0,149.79,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3392,0,4.0,3,15.0,4.0,4,3,7,0,12.0,5.0,8.0,8.0,197.64,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
3393,0,12.0,3,17.0,3.0,4,2,3,1,14.0,1.0,2.0,4.0,181.66,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3394,0,9.0,3,10.0,4.0,4,2,8,0,14.0,1.0,2.0,9.0,203.23,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
3395,0,13.0,3,9.0,3.0,2,3,2,0,19.0,2.0,2.0,8.0,203.8,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
3397,0,21.0,1,23.0,4.0,2,3,3,1,20.0,1.0,3.0,8.0,175.67,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
3398,0,10.0,3,15.0,3.0,4,2,6,0,14.0,2.0,2.0,8.0,175.79,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3399,1,1.0,1,16.0,3.0,5,5,2,1,23.0,2.0,2.0,3.0,148.21,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
3401,1,1.0,1,17.0,4.0,5,5,8,1,21.0,2.0,2.0,1.0,149.04,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
3402,0,7.0,1,20.0,3.0,4,2,5,0,19.0,2.0,2.0,3.0,159.52,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
3403,0,19.0,1,7.0,4.0,4,2,5,0,15.0,1.0,2.0,3.0,147.7,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
3405,0,7.0,1,7.0,3.0,2,4,3,1,14.0,1.0,2.0,3.0,179.88,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
3407,0,1.0,1,23.0,3.0,4,4,11,0,15.0,3.0,3.0,3.0,153.11,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
3408,0,19.0,1,30.0,3.0,4,5,3,1,16.0,2.0,2.0,9.0,161.33,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3409,0,21.0,3,11.0,3.0,4,2,3,1,18.0,2.0,2.0,8.0,166.63,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
3410,1,1.0,1,29.0,3.0,4,3,6,1,12.0,1.0,2.0,2.0,146.32,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
3412,0,12.0,1,17.0,4.0,4,3,2,0,18.0,1.0,2.0,3.0,151.84,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
3414,0,1.0,1,24.0,3.0,5,3,3,0,16.0,3.0,4.0,3.0,168.77,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3415,1,1.0,1,21.0,3.0,5,4,3,1,25.0,2.0,2.0,3.0,162.43,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
3416,0,5.0,1,7.0,4.0,4,5,3,0,13.0,2.0,2.0,4.0,166.48,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
3417,0,1.0,1,12.0,4.0,4,2,3,0,16.0,2.0,2.0,1.0,135.51,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
3421,1,1.0,1,18.0,4.0,5,5,3,1,16.0,1.0,2.0,1.0,151.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
3422,1,1.0,1,12.0,3.0,4,4,2,0,18.0,1.0,2.0,3.0,149.22,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
3423,0,1.0,1,9.0,3.0,2,2,3,0,13.0,2.0,2.0,4.0,179.72,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
3424,0,1.0,1,15.0,4.0,6,5,3,0,16.0,2.0,2.0,2.0,149.51,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
3425,0,22.0,1,13.0,4.0,5,3,4,0,14.0,1.0,3.0,3.0,167.4,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
3427,0,15.0,1,14.0,3.0,4,3,8,0,15.0,2.0,3.0,2.0,175.03,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
3429,0,1.0,1,9.0,3.0,4,2,2,0,19.0,1.0,3.0,3.0,167.27,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
3430,0,9.0,1,17.0,3.0,4,2,3,0,21.0,2.0,2.0,3.0,164.17,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
3432,0,24.0,1,16.0,4.0,4,2,6,0,19.0,2.0,2.0,1.0,148.8,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
3434,1,1.0,1,18.0,4.0,6,4,7,0,16.0,2.0,2.0,1.0,172.77,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
3435,0,29.0,1,25.0,4.0,4,4,5,1,15.0,7.0,7.0,8.0,188.85,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
3436,0,15.0,1,14.0,3.0,6,3,3,0,23.0,2.0,6.0,11.0,324.73,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
3437,0,12.0,3,10.0,3.0,4,2,10,1,13.0,2.0,2.0,1.0,193.61,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
3438,1,1.0,3,36.0,4.0,6,5,10,0,19.0,1.0,3.0,3.0,174.69,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
3439,1,16.0,3,9.0,3.0,6,2,3,0,16.0,6.0,7.0,10.0,323.45,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
3441,0,24.0,3,7.0,4.0,4,3,2,0,13.0,2.0,2.0,14.0,188.47,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
3442,1,1.0,1,23.0,3.0,2,5,3,0,17.0,16.0,16.0,15.0,152.43,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
3444,0,7.0,3,15.0,3.0,5,2,2,0,20.0,3.0,3.0,3.0,148.42,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
3446,0,6.0,1,36.0,4.0,4,3,11,0,13.0,6.0,8.0,8.0,165.25,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
3449,0,19.0,2,31.0,3.0,4,4,3,0,17.0,1.0,2.0,5.0,146.77,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
3450,0,27.0,3,9.0,3.0,5,4,4,0,13.0,1.0,7.0,13.0,200.25,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
3451,1,1.0,1,22.0,3.0,4,3,9,0,15.0,1.0,2.0,1.0,173.34,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
3452,1,1.0,1,9.0,3.0,4,5,8,1,15.0,2.0,2.0,3.0,145.42,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
3453,0,8.0,3,17.0,3.0,4,3,3,1,20.0,1.0,2.0,1.0,147.2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
3454,0,2.0,3,17.0,4.0,4,4,3,0,23.0,2.0,2.0,1.0,135.52,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
3455,0,12.0,1,10.0,3.0,4,3,5,0,17.0,3.0,3.0,3.0,153.21,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
3457,0,11.0,1,10.0,3.0,4,4,5,0,16.0,2.0,2.0,2.0,166.07,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
